"nocues","nhog","f_calib3","region","aglo","t_aglo","estrato_U","cod_U","v1","v1esp","v2","v3","v4","v5","v6","v7","v8","v9","v10a","v10b","v10c","v10d","v10e","v10f","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v62a","v62b","v62c","v63","v63a","v63b","v64","v64a","v64b","v65","v65a","v65b","v66","v66a","v66b","v67","v67a","v68","v68a","v68b","v68c","v69","v69a","v69b","v70","v70a","v70b","v70c","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v85","v86","v87","v88","v89","v90","v90cuantos","v91","v92","v93","v94","v95","v96","v97","v98","v99","v100","v101","v102","v103a","v103b","v103c","v104","v105a","v105b","v105c","v106a","v106b","v107a","v107b","v218","v219","v220","v221","v222","v223","v224","v225","v226","v227","v228","v229","v230","v231","v232","v233","v234","v235","v236","v235i","v235i_d","ITHPC","ITHPC_d","v237","tamaño","c_hogar","vnropsh","v238a","v239a","v240a","v241a","v242a","v243a","v244a","v245a","v246a","v247a_CIUO08","v247a_CNO01","v250a","v251a","v252a_CAES","v253a","v254a","v255a","v256a","v257a","egp11a","CSOa","v258a","v259a","v260a","v261a","vnrocon","v238b","v239b","v240b","v241b","v242b","v243b","v244b","v245b","v246b","v247b_CIUO08","v247b_CNO01","v250b","v251b","v252b_CAES","v253b","v254b","v255b","v256b","v257b","egp11b","CSOb","v258b","v259b","v260b","v261b"
6548,1,414,5,4,1,91,784,2,,1,1,1,4,2,1,2,2,7,,,,,,2,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,1,1,0,2,0,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,1,1,2,,1,4,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7800,,7800,4,3900,5,,2,2,1,1,1,1,,,2,1,2,2,"7322","80393",,,"5800",2,6,3,1,3,8,8,5,1,1,,2,1,1,,,,2,,,,"8311","34323",2,,"4901",1,6,3,1,3,8,8,5,1,2,
6549,1,297,5,4,1,91,784,2,,1,1,2,2,2,1,2,1,1,,,,,,3,1,0,1,1,1,1,1,1,1,,1,2,2,1,1,2,0,2,0,0,0,0,1,0,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,1,1,,,2,,,2,,,2,,,1,1,,2,,2,,,,1,1,,2,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,,2,2,2,2,2,5900,,6410,3,1602.5,2,,4,3,1,1,4,,,,2,,,,"9313","72314",2,,"4000",2,9,3,2,2,9,,10,1,2,,2,3,2,3,2,,4,,,,"9990","99999",2,,"9999",2,2,5,,,,,10,1,2,
6550,1,572,5,4,1,91,784,2,,1,1,2,1,1,1,1,1,1,,,,,,4,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,0,1,0,0,0,0,1,0,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,1,1,,,1,1,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,,,,1,2,2,2,2,2,2,1,1,1,4,,,1,1,,,2,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8000,,8000,4,2666.6666666666665,4,,3,12,1,1,3,,,,2,,,,"9211","60314",2,,"0101",2,6,3,1,3,10,9,8,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6551,1,769,5,4,1,91,784,2,,1,1,2,5,2,1,1,2,1,,,,,,4,2,0,1,4,1,1,1,2,1,,1,2,2,1,1,2,0,2,0,0,0,0,1,0,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,1,1,,1,1,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,2,2,2,3,,,1,5,,,3,,3,,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4244,,6244,3,1248.8,1,,5,7,1,3,3,,,,3,,,,"9313","72123",2,,"4000",2,4,2,,,9,10,10,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6552,1,368,5,4,1,91,784,2,,1,1,1,5,1,1,1,2,1,,,,,,5,3,0,1,4,5,1,1,1,1,1,1,1,1,1,2,1,0,2,0,1,1,0,1,0,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,2,1,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,5,14680,,14680,7,2446.6666666666665,3,,6,7,1,1,3,,,,1,1,2,5,"6111","60323",2,,"0101",2,6,3,2,3,10,8,6,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6553,1,496,5,4,1,91,784,2,,1,1,2,5,2,1,2,2,,,,,,,3,1,0,1,2,2,1,1,1,1,1,1,1,2,1,2,2,0,2,1,0,1,0,3,0,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,75,1988,1,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3000,,3000,1,1500,2,,2,2,1,3,1,1,2,5,4,,,,"9122","56314",2,,"4502",2,2,3,2,2,9,9,4,1,3,,2,3,,,,,3,,,,"9111","55314",,,"9700",2,,3,2,3,9,,4,1,3,
6554,1,520,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,1,,,,,,2,2,0,1,4,1,1,1,3,1,1,1,1,1,1,2,2,0,0,1,0,0,0,1,1,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,1,2,2,1,,,2,,,,3,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10700,,10700,6,5350,7,2,2,8,1,2,2,1,1,,4,,,,"9112","56314",2,,"8600",2,2,3,2,3,9,9,6,2,,3,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6554,2,637,5,4,1,91,773,3,,1,1,1,1,1,2,1,2,4,,,,,,3,2,0,1,4,1,1,1,3,1,1,1,1,1,2,2,2,0,0,1,0,0,0,1,1,0,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,1,89,2007,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17000,,17000,8,3400,5,2,5,3,1,1,1,1,1,,2,1,1,,"8141","80323",2,,"2201",2,5,3,1,2,9,8,6,2,,3,2,3,1,1,1,,2,1,1,,"5221","05002",2,,"4808",2,2,1,,,5,5,6,2,,3
6555,1,771,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,6,1,,,,,3,2,0,1,1,1,1,1,3,1,1,1,1,2,1,2,2,0,0,1,0,0,0,1,1,0,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7500,,7500,4,2500,3,2,3,3,1,1,1,6,1,,2,3,1,,"4110","10393",1,2,"8401",1,6,3,1,3,2,6,5,2,,4,2,1,3,1,2,5,2,1,2,4,"9613","47314",2,,"8101",2,6,3,1,3,9,9,5,2,,4
6556,1,505,5,4,1,91,773,3,,1,1,1,1,1,1,1,2,6,,,,,,2,2,0,1,3,1,1,1,3,1,1,1,1,1,1,2,2,0,0,0,0,1,0,0,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,122,1998,2,2,2,2,2,2,2,2,2,2,2,,,1,4,,,1,1,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,13000,,13000,7,3250,5,2,4,3,1,1,1,1,1,,2,1,1,,"9613","56314",2,,"8101",2,9,3,1,3,9,,7,2,,4,2,1,1,3,2,2,2,3,2,2,"8322","34323",2,,"4903",2,,3,2,3,9,,6,2,,4
6557,1,406,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,6,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,2,2,2,4,,,2,,,,3,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8000,,8000,4,4000,5,2,2,2,1,1,3,1,2,,2,1,2,,"6121","61113",2,,"0102",2,2,5,,,10,7,5,1,4,,2,1,1,0,,,2,1,2,6,"8212","80393",2,,"2701",2,5,3,1,3,9,8,5,1,4,
6558,1,543,5,4,1,91,773,3,,1,1,1,1,1,1,1,1,1,,,,,,4,3,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,,,,1,2,2,2,2,2,2,2,1,2,1,,,1,4,,,3,,3,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5272,,5272,2,2636,4,3,2,2,1,1,3,1,2,4,2,1,1,,"6111","60323",2,,"0101",2,2,4,2,3,10,8,5,1,2,,2,1,6,0,,,2,1,2,1,"6111","60114",2,,"0101",2,2,4,2,3,10,8,5,1,4,
6559,1,529,5,4,1,91,773,3,,1,1,1,1,1,1,1,2,6,,,,,,3,2,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,200,,1,1,1,2,2,2,2,2,1,2,1,,,2,,,,3,,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,,1,1500,1,750,1,3,2,4,1,1,2,1,1,,2,1,1,,"5221","05002",2,,"4807",2,2,1,,,5,5,5,2,,3,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6560,1,229,5,4,1,91,773,3,,1,1,1,1,1,1,1,2,1,,,,,,6,5,1,1,4,1,1,1,1,1,1,1,1,2,1,2,2,0,0,1,0,0,0,0,0,0,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,122,1983,1,1,2,2,2,2,2,2,2,2,4,,,1,4,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,16000,,18200,8,1820,2,2,10,3,1,2,3,0,,,4,,,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,5,2,,2,2,2,3,3,1,,4,,,,"9111","55314",2,,"9700",2,1,3,2,3,9,11,5,2,,2
6561,1,956,5,4,1,91,773,3,,1,1,1,1,1,1,1,2,1,,,,,,4,3,0,1,1,1,1,1,2,1,1,1,1,2,1,2,2,0,0,1,0,0,0,0,0,0,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,2,177,2008,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,4460,,4460,2,743.3333333333334,1,3,6,3,1,3,3,3,2,3,4,,,,"9520","33114",2,,"4810",2,1,2,,,3,10,6,2,,4,2,3,3,0,,,3,1,2,3,"9211","80313",2,,"0101",2,,3,2,2,10,,6,2,,4
6562,1,1975,5,4,1,89,778,3,,1,1,1,4,1,3,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,3,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,2,6,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,,,,2,1,2,2,2,2,2,2,1,2,1,,,2,,,,3,,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,5891,,5891,3,5891,7,3,1,1,1,1,1,5,1,,2,5,1,,"3334","05002",2,,"6800",2,1,1,,,5,5,3,2,,3,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6563,1,2153,5,4,1,89,778,3,,4,1,1,1,1,2,1,1,6,1,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,3,0,0,0,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,4,,,2,,,,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5776,,5776,2,5776,7,3,1,1,1,2,1,3,1,,1,3,2,2,"3411","11312",1,2,"8401",1,6,3,1,3,2,4,5,1,2,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6564,1,2177,5,4,1,89,778,3,,4,1,1,1,1,6,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,,0,0,2,0,0,2,1,2,2,2,2,1,2,9,2,2,1,2,2,1,2,2,1,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,2,1,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,231,2009,2,1,2,2,2,2,2,2,1,2,2,,,1,2,,,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,32343,,32343,10,32343,10,1,1,1,1,1,3,6,2,3,2,6,1,,"4311","20313",1,2,"1100",2,6,3,1,3,2,6,7,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6565,1,2791,5,4,1,89,778,3,,4,1,1,1,1,2,1,1,6,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,,0,0,0,2,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,,,,1,1,2,2,2,2,2,1,2,2,1,2,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11551,,11551,6,5775.5,7,1,2,2,1,1,2,5,2,2,2,1,1,,"9990","10313",,,"8401",1,6,3,1,3,,,5,1,3,,2,3,2,6,2,1,2,5,1,,"5242","30324",2,,"4501",2,4,3,1,1,4,6,6,1,4,
6566,1,971,5,4,1,89,761,3,,4,1,1,1,1,6,,,,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,0,0,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,6,3,,,,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,84,2010,1,1,1,2,1,2,2,1,1,1,1,2,,2,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26567,,26567,9,13283.5,10,1,2,2,1,1,1,3,1,,2,3,1,,"4110","10333",1,2,"6500",2,6,3,1,3,2,6,5,1,5,,2,2,1,6,1,,1,6,1,,"2262","30131",1,2,"4809",2,3,2,,,1,5,6,1,5,
6567,1,1443,5,4,1,89,761,3,,4,1,1,1,1,5,,,,,,,,,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,0,0,0,0,2,2,2,2,2,2,2,9,2,1,2,2,1,2,2,1,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,2,3,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,99,1997,1,1,1,1,2,2,2,1,2,2,1,2,,1,4,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,6,15016,7,7508,8,2,2,2,1,1,1,3,2,4,2,3,2,3,"8343","36323",1,2,"3501",1,6,3,1,3,7,8,7,1,4,,2,1,3,1,2,4,2,1,2,3,"5223","30313",,,"4808",2,6,3,1,3,4,6,8,1,5,
6568,1,1331,5,4,1,89,761,3,,4,1,1,1,1,1,1,2,1,,,,,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,113,2012,1,1,2,2,1,2,2,2,2,1,1,2,,2,,,,1,2,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17327,,17327,8,8663.5,9,1,2,2,1,1,3,3,2,3,2,1,1,,"3321","31323",1,,"6500",2,3,3,1,3,2,6,6,1,1,,2,3,1,1,1,,3,1,1,,"8152","80323",2,,"1300",2,6,3,1,3,9,8,6,1,4,
6569,1,920,5,4,1,89,761,3,,4,1,1,1,1,6,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,1,1,1,0,0,0,0,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,2,1,2,2,4,,,2,,,,3,,3,,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,3003,,3003,1,3003,4,,1,1,1,2,6,,,,4,,,,"9111","55314",2,,"9700",2,1,3,2,2,9,11,1,1,1,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6570,1,1993,5,4,1,89,761,3,,4,1,1,1,1,1,1,1,1,4,6,,,,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,,,,2,1,2,2,2,2,2,2,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15016,,16171,8,4042.75,6,,4,3,1,1,1,3,1,,2,3,1,,"7411","72113",2,,"4000",2,5,2,,,6,7,6,1,4,,2,1,1,1,1,,2,3,1,,"5221","05002",2,,"5601",2,1,1,,,5,5,6,1,3,
6571,1,2187,5,4,1,87,767,3,,4,1,1,1,1,1,1,1,6,,,,,,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,2,1,0,0,0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,10,2012,1,1,2,2,1,2,2,1,2,2,1,2,,2,,,,3,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,22000,,23300,9,7766.666666666667,8,2,3,3,1,1,2,6,1,,2,3,1,,"4311","20333",1,2,"0600",2,6,3,1,3,2,6,7,1,4,,2,2,3,3,1,,1,3,1,,"4311","10333",2,,"2600",2,3,3,1,3,3,6,7,1,4,
6572,1,927,5,4,1,87,767,3,,1,1,1,2,1,1,1,1,1,,,,,,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,2,0,1,,0,0,1,0,0,0,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,3,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,2,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3000,,3000,1,3000,4,2,1,1,1,1,6,1,1,,2,1,1,,"7231","05002",1,2,"4903",2,2,1,,,5,5,,2,,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6573,1,1158,5,4,1,87,767,3,,4,1,1,,1,5,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,2,0,,0,0,,1,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,6,,,3,,,3,,,3,,,3,,,1,6,1,6,,,2,1,6,1,6,,,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,2,,,2,,,,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7700,,7700,4,3850,5,2,2,8,1,1,3,6,1,,2,6,1,,"4311","20333",1,2,"4803",2,6,3,1,3,2,6,6,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6574,1,1252,5,4,1,87,767,3,,1,1,1,1,1,1,1,1,6,,,,,,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,1,0,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,,,,1,1,1,2,2,2,2,1,1,2,1,2,,2,,,,2,1,3,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8000,,8000,4,4000,5,2,2,4,1,1,2,1,2,,2,1,2,5,"8332","34123",2,,"4904",2,2,2,,,6,7,7,1,4,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6575,1,1107,5,4,1,87,767,3,,1,1,1,1,1,1,1,1,1,6,,,,,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,21,2008,1,1,2,2,2,2,2,1,1,2,1,2,,2,,,,1,1,2,2,1,2,1,2,2,2,2,2,1,2,,2,2,2,2,2,2,,,10000,5,5000,6,1,2,2,1,1,1,3,1,,2,3,1,,"5221","05002",1,1,"4805",2,2,1,,,5,5,8,1,5,,2,1,1,6,1,,2,3,1,,"2611","11111",2,,"6900",2,,2,,,1,,,,,
6576,1,1114,5,4,1,87,767,3,,4,1,1,,1,5,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,,,0,,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,6,,,3,,,3,,,3,,,3,,,2,6,1,6,,,1,3,,2,6,,,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,,,,1,1,2,2,2,2,2,2,2,2,1,,,2,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3860,,5000,2,5000,6,2,1,1,1,3,3,3,1,,3,3,1,,"9121","56314",2,,"9601",2,9,3,,,9,,6,2,,4,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6577,1,1084,5,4,1,87,767,3,,4,1,1,2,1,5,,,,,,,,,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,,0,0,,,,1,0,0,0,2,2,2,2,2,1,2,9,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,,1,6,,,3,,,3,,,3,,,3,,,3,,3,,,,3,,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,,,,1,1,2,2,2,2,2,2,1,2,1,,,2,,,,1,1,3,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,,3,6300,3,6300,8,2,1,1,1,1,3,3,1,,2,1,1,,"6111","05002",1,1,"0101",2,2,1,,,11,5,5,2,,,,,,,,,,,,,"","",,,"",,,,,,,,,,,
6578,1,2935,5,4,1,89,787,3,,1,1,1,1,1,1,2,2,1,,,,,,5,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,0,1,0,0,0,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,,,,3,,,3,,,3,,,3,,,3,,3,,,,1,1,,3,,,,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,181,,1,1,2,2,2,2,2,2,1,2,4,,,2,,,,3,,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11000,,12000,6,2400,3,,5,3,1,1,1,1,2,1,2,1,1,,"8142","80323",2,,"2202",2,6,3,1,3,9,8,6,1,1,,2,1,1,2,1,,2,1,2,5,"8160","80323",2,,"1001",2,6,3,1,3,9,8,5,1,1,
